csv_path,reynolds,angle,mean_last10pct_C_L
naca0006/re1000000/re1000000_alpha+000.00.csv,1000000,+000.00,0.00000000e+00
naca0006/re1000000/re1000000_alpha+000.25.csv,1000000,+000.25,2.30635991e-02
naca0006/re1000000/re1000000_alpha-000.25.csv,1000000,-000.25,-2.36883960e-02
naca0006/re1000000/re1000000_alpha+000.50.csv,1000000,+000.50,5.23938078e-02
naca0006/re1000000/re1000000_alpha-000.50.csv,1000000,-000.50,-5.23256459e-02
naca0006/re1000000/re1000000_alpha+000.75.csv,1000000,+000.75,8.62902634e-02
naca0006/re1000000/re1000000_alpha-000.75.csv,1000000,-000.75,-8.93710737e-02
naca0006/re1000000/re1000000_alpha+001.00.csv,1000000,+001.00,1.23699172e-01
naca0006/re1000000/re1000000_alpha-001.00.csv,1000000,-001.00,-1.21329149e-01
naca0006/re1000000/re1000000_alpha+001.25.csv,1000000,+001.25,1.58539918e-01
naca0006/re1000000/re1000000_alpha-001.25.csv,1000000,-001.25,-1.54486084e-01
naca0006/re1000000/re1000000_alpha+001.50.csv,1000000,+001.50,1.88038575e-01
naca0006/re1000000/re1000000_alpha-001.50.csv,1000000,-001.50,-1.85543669e-01
naca0006/re1000000/re1000000_alpha+001.75.csv,1000000,+001.75,2.15234029e-01
naca0006/re1000000/re1000000_alpha-001.75.csv,1000000,-001.75,-2.15049266e-01
naca0006/re1000000/re1000000_alpha+002.00.csv,1000000,+002.00,2.37015814e-01
naca0006/re1000000/re1000000_alpha-002.00.csv,1000000,-002.00,-2.35104454e-01
naca0006/re1000000/re1000000_alpha+002.25.csv,1000000,+002.25,2.55468356e-01
naca0006/re1000000/re1000000_alpha-002.25.csv,1000000,-002.25,-2.58944670e-01
naca0006/re1000000/re1000000_alpha+002.50.csv,1000000,+002.50,2.78930175e-01
naca0006/re1000000/re1000000_alpha-002.50.csv,1000000,-002.50,-2.79358886e-01
naca0006/re1000000/re1000000_alpha+002.75.csv,1000000,+002.75,3.04151652e-01
naca0006/re1000000/re1000000_alpha-002.75.csv,1000000,-002.75,-3.14374855e-01
naca0006/re1000000/re1000000_alpha+003.00.csv,1000000,+003.00,3.27932011e-01
naca0006/re1000000/re1000000_alpha-003.00.csv,1000000,-003.00,-3.28998371e-01
naca0006/re1000000/re1000000_alpha+003.25.csv,1000000,+003.25,3.59947189e-01
naca0006/re1000000/re1000000_alpha-003.25.csv,1000000,-003.25,-3.56242499e-01
naca0006/re1000000/re1000000_alpha+003.50.csv,1000000,+003.50,3.93700590e-01
naca0006/re1000000/re1000000_alpha-003.50.csv,1000000,-003.50,-3.86397383e-01
naca0006/re1000000/re1000000_alpha+003.75.csv,1000000,+003.75,4.15109788e-01
naca0006/re1000000/re1000000_alpha-003.75.csv,1000000,-003.75,-4.19851111e-01
naca0006/re1000000/re1000000_alpha+004.00.csv,1000000,+004.00,4.33968652e-01
naca0006/re1000000/re1000000_alpha-004.00.csv,1000000,-004.00,-4.30338581e-01
naca0006/re1000000/re1000000_alpha+004.25.csv,1000000,+004.25,4.69175914e-01
naca0006/re1000000/re1000000_alpha-004.25.csv,1000000,-004.25,-4.61563230e-01
naca0006/re1000000/re1000000_alpha+004.50.csv,1000000,+004.50,4.87374315e-01
naca0006/re1000000/re1000000_alpha-004.50.csv,1000000,-004.50,-4.86209265e-01
naca0006/re1000000/re1000000_alpha+004.75.csv,1000000,+004.75,5.15605816e-01
naca0006/re1000000/re1000000_alpha-004.75.csv,1000000,-004.75,-5.07615659e-01
naca0006/re1000000/re1000000_alpha+005.00.csv,1000000,+005.00,5.52173922e-01
naca0006/re1000000/re1000000_alpha-005.00.csv,1000000,-005.00,-5.42107106e-01
