csv_path,reynolds,angle,mean_last10pct_C_L
naca0008/re1000000/re1000000_alpha+000.25.csv,1000000,+000.25,2.48850689e-02
naca0008/re1000000/re1000000_alpha+000.50.csv,1000000,+000.50,4.88205747e-02
naca0008/re1000000/re1000000_alpha+000.75.csv,1000000,+000.75,7.09347895e-02
naca0008/re1000000/re1000000_alpha+001.00.csv,1000000,+001.00,9.53221451e-02
naca0008/re1000000/re1000000_alpha+001.25.csv,1000000,+001.25,1.21300943e-01
naca0008/re1000000/re1000000_alpha+001.50.csv,1000000,+001.50,1.54408218e-01
naca0008/re1000000/re1000000_alpha+001.75.csv,1000000,+001.75,1.82566205e-01
naca0008/re1000000/re1000000_alpha+002.00.csv,1000000,+002.00,2.13009679e-01
naca0008/re1000000/re1000000_alpha+002.25.csv,1000000,+002.25,2.53235533e-01
naca0008/re1000000/re1000000_alpha+002.50.csv,1000000,+002.50,2.82900779e-01
naca0008/re1000000/re1000000_alpha+002.75.csv,1000000,+002.75,3.17558191e-01
naca0008/re1000000/re1000000_alpha+003.00.csv,1000000,+003.00,3.61807572e-01
naca0008/re1000000/re1000000_alpha+003.25.csv,1000000,+003.25,3.93186940e-01
naca0008/re1000000/re1000000_alpha+003.50.csv,1000000,+003.50,4.06206242e-01
naca0008/re1000000/re1000000_alpha+003.75.csv,1000000,+003.75,4.30065296e-01
naca0008/re1000000/re1000000_alpha+004.00.csv,1000000,+004.00,4.71442000e-01
naca0008/re1000000/re1000000_alpha+004.25.csv,1000000,+004.25,4.96623144e-01
naca0008/re1000000/re1000000_alpha+004.50.csv,1000000,+004.50,4.98280967e-01
naca0008/re1000000/re1000000_alpha+004.75.csv,1000000,+004.75,5.28056110e-01
naca0008/re1000000/re1000000_alpha+005.00.csv,1000000,+005.00,5.45372029e-01
naca0008/re1000000/re1000000_alpha+005.25.csv,1000000,+005.25,5.84611084e-01
naca0008/re1000000/re1000000_alpha+005.50.csv,1000000,+005.50,6.14850135e-01
naca0008/re1000000/re1000000_alpha+005.75.csv,1000000,+005.75,6.32932308e-01
naca0008/re1000000/re1000000_alpha+006.00.csv,1000000,+006.00,6.66369853e-01
naca0008/re1000000/re1000000_alpha+006.25.csv,1000000,+006.25,6.88046438e-01
naca0008/re1000000/re1000000_alpha+006.50.csv,1000000,+006.50,6.89541229e-01
naca0008/re1000000/re1000000_alpha+006.75.csv,1000000,+006.75,7.29654864e-01
naca0008/re1000000/re1000000_alpha+007.00.csv,1000000,+007.00,7.46598921e-01
naca0008/re1000000/re1000000_alpha+007.25.csv,1000000,+007.25,7.99173498e-01
