csv_path,reynolds,angle,mean_last10pct_C_L
naca0018/re1000000/re1000000_alpha+000.00.csv,1000000,+000.00,0.00000000e+00
naca0018/re1000000/re1000000_alpha+000.25.csv,1000000,+000.25,2.74276785e-02
naca0018/re1000000/re1000000_alpha-000.25.csv,1000000,-000.25,-2.62816473e-02
naca0018/re1000000/re1000000_alpha+000.50.csv,1000000,+000.50,5.29745044e-02
naca0018/re1000000/re1000000_alpha-000.50.csv,1000000,-000.50,-5.37850162e-02
naca0018/re1000000/re1000000_alpha+000.75.csv,1000000,+000.75,7.92423713e-02
naca0018/re1000000/re1000000_alpha-000.75.csv,1000000,-000.75,-7.98245502e-02
naca0018/re1000000/re1000000_alpha+001.25.csv,1000000,+001.25,1.35365580e-01
naca0018/re1000000/re1000000_alpha-001.25.csv,1000000,-001.25,-1.31626265e-01
naca0018/re1000000/re1000000_alpha+001.50.csv,1000000,+001.50,1.61693369e-01
naca0018/re1000000/re1000000_alpha-001.50.csv,1000000,-001.50,-1.61592000e-01
naca0018/re1000000/re1000000_alpha+001.75.csv,1000000,+001.75,1.83873457e-01
naca0018/re1000000/re1000000_alpha-001.75.csv,1000000,-001.75,-1.84749131e-01
naca0018/re1000000/re1000000_alpha+002.00.csv,1000000,+002.00,2.14805848e-01
naca0018/re1000000/re1000000_alpha-002.00.csv,1000000,-002.00,-2.11843474e-01
naca0018/re1000000/re1000000_alpha+002.25.csv,1000000,+002.25,2.38776208e-01
naca0018/re1000000/re1000000_alpha-002.25.csv,1000000,-002.25,-2.41029998e-01
naca0018/re1000000/re1000000_alpha+002.50.csv,1000000,+002.50,2.72755893e-01
naca0018/re1000000/re1000000_alpha-002.50.csv,1000000,-002.50,-2.64179319e-01
naca0018/re1000000/re1000000_alpha+002.75.csv,1000000,+002.75,2.90665186e-01
naca0018/re1000000/re1000000_alpha-002.75.csv,1000000,-002.75,-2.97519739e-01
naca0018/re1000000/re1000000_alpha+003.00.csv,1000000,+003.00,3.25585556e-01
naca0018/re1000000/re1000000_alpha-003.00.csv,1000000,-003.00,-3.25842844e-01
naca0018/re1000000/re1000000_alpha+003.50.csv,1000000,+003.50,3.83062156e-01
naca0018/re1000000/re1000000_alpha-003.50.csv,1000000,-003.50,-3.72554676e-01
naca0018/re1000000/re1000000_alpha+003.75.csv,1000000,+003.75,3.98036116e-01
naca0018/re1000000/re1000000_alpha-003.75.csv,1000000,-003.75,-4.07521113e-01
naca0018/re1000000/re1000000_alpha+004.00.csv,1000000,+004.00,4.23048583e-01
naca0018/re1000000/re1000000_alpha-004.00.csv,1000000,-004.00,-4.26186041e-01
naca0018/re1000000/re1000000_alpha+004.50.csv,1000000,+004.50,4.69935736e-01
naca0018/re1000000/re1000000_alpha-004.50.csv,1000000,-004.50,-4.71024927e-01
