csv_path,reynolds,angle,mean_last10pct_C_L
naca0010/re1000000/re1000000_alpha+000.00.csv,1000000,+000.00,0.00000000e+00
naca0010/re1000000/re1000000_alpha+000.25.csv,1000000,+000.25,2.52840887e-02
naca0010/re1000000/re1000000_alpha-000.25.csv,1000000,-000.25,-2.63925155e-02
naca0010/re1000000/re1000000_alpha+000.50.csv,1000000,+000.50,5.21541342e-02
naca0010/re1000000/re1000000_alpha-000.50.csv,1000000,-000.50,-5.09965140e-02
naca0010/re1000000/re1000000_alpha+000.75.csv,1000000,+000.75,7.78623878e-02
naca0010/re1000000/re1000000_alpha-000.75.csv,1000000,-000.75,-7.88225630e-02
naca0010/re1000000/re1000000_alpha+001.00.csv,1000000,+001.00,1.04959823e-01
naca0010/re1000000/re1000000_alpha-001.00.csv,1000000,-001.00,-1.03155992e-01
naca0010/re1000000/re1000000_alpha+001.25.csv,1000000,+001.25,1.29618211e-01
naca0010/re1000000/re1000000_alpha-001.25.csv,1000000,-001.25,-1.26340988e-01
naca0010/re1000000/re1000000_alpha+001.50.csv,1000000,+001.50,1.54278094e-01
naca0010/re1000000/re1000000_alpha-001.50.csv,1000000,-001.50,-1.52970024e-01
naca0010/re1000000/re1000000_alpha+001.75.csv,1000000,+001.75,1.80539089e-01
naca0010/re1000000/re1000000_alpha-001.75.csv,1000000,-001.75,-1.76174235e-01
naca0010/re1000000/re1000000_alpha+002.00.csv,1000000,+002.00,2.09556705e-01
naca0010/re1000000/re1000000_alpha-002.00.csv,1000000,-002.00,-2.08831725e-01
naca0010/re1000000/re1000000_alpha+002.25.csv,1000000,+002.25,2.30506439e-01
naca0010/re1000000/re1000000_alpha-002.25.csv,1000000,-002.25,-2.36382680e-01
naca0010/re1000000/re1000000_alpha+002.50.csv,1000000,+002.50,2.56873674e-01
naca0010/re1000000/re1000000_alpha-002.50.csv,1000000,-002.50,-2.51565577e-01
naca0010/re1000000/re1000000_alpha+002.75.csv,1000000,+002.75,2.91227350e-01
naca0010/re1000000/re1000000_alpha-002.75.csv,1000000,-002.75,-2.85441760e-01
naca0010/re1000000/re1000000_alpha+003.00.csv,1000000,+003.00,3.18326510e-01
naca0010/re1000000/re1000000_alpha-003.00.csv,1000000,-003.00,-3.17249586e-01
naca0010/re1000000/re1000000_alpha+003.25.csv,1000000,+003.25,3.41550261e-01
naca0010/re1000000/re1000000_alpha-003.25.csv,1000000,-003.25,-3.55006072e-01
naca0010/re1000000/re1000000_alpha+003.50.csv,1000000,+003.50,3.79198490e-01
naca0010/re1000000/re1000000_alpha-003.50.csv,1000000,-003.50,-3.82471618e-01
naca0010/re1000000/re1000000_alpha+003.75.csv,1000000,+003.75,4.11360008e-01
naca0010/re1000000/re1000000_alpha-003.75.csv,1000000,-003.75,-4.18287428e-01
naca0010/re1000000/re1000000_alpha+004.00.csv,1000000,+004.00,4.46537709e-01
naca0010/re1000000/re1000000_alpha-004.00.csv,1000000,-004.00,-4.52859123e-01
naca0010/re1000000/re1000000_alpha+004.25.csv,1000000,+004.25,4.79157732e-01
naca0010/re1000000/re1000000_alpha-004.25.csv,1000000,-004.25,-4.91994038e-01
naca0010/re1000000/re1000000_alpha+004.50.csv,1000000,+004.50,5.24235989e-01
naca0010/re1000000/re1000000_alpha-004.50.csv,1000000,-004.50,-5.08844284e-01
naca0010/re1000000/re1000000_alpha+004.75.csv,1000000,+004.75,5.40935613e-01
naca0010/re1000000/re1000000_alpha-004.75.csv,1000000,-004.75,-5.48642825e-01
naca0010/re1000000/re1000000_alpha+005.00.csv,1000000,+005.00,5.87422065e-01
naca0010/re1000000/re1000000_alpha-005.00.csv,1000000,-005.00,-5.91350671e-01
naca0010/re1000000/re1000000_alpha+005.25.csv,1000000,+005.25,6.01524753e-01
naca0010/re1000000/re1000000_alpha-005.25.csv,1000000,-005.25,-6.12773824e-01
naca0010/re1000000/re1000000_alpha+005.50.csv,1000000,+005.50,6.52249607e-01
naca0010/re1000000/re1000000_alpha-005.50.csv,1000000,-005.50,-6.38184888e-01
naca0010/re1000000/re1000000_alpha+005.75.csv,1000000,+005.75,6.45713577e-01
naca0010/re1000000/re1000000_alpha-005.75.csv,1000000,-005.75,-6.56099626e-01
naca0010/re1000000/re1000000_alpha+006.00.csv,1000000,+006.00,6.72258634e-01
naca0010/re1000000/re1000000_alpha-006.00.csv,1000000,-006.00,-6.73860494e-01
naca0010/re1000000/re1000000_alpha+006.25.csv,1000000,+006.25,6.91140903e-01
naca0010/re1000000/re1000000_alpha-006.25.csv,1000000,-006.25,-7.00754391e-01
naca0010/re1000000/re1000000_alpha+006.50.csv,1000000,+006.50,7.33366336e-01
naca0010/re1000000/re1000000_alpha-006.50.csv,1000000,-006.50,-7.34405060e-01
naca0010/re1000000/re1000000_alpha+006.75.csv,1000000,+006.75,7.53013881e-01
naca0010/re1000000/re1000000_alpha-006.75.csv,1000000,-006.75,-7.67211037e-01
