epoch,train_objective,validation_physical_mse,samples,batches,configured_learning_rate,effective_learning_rate
1,0.64771168814890467,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
2,0.069405225714597257,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
3,0.034180470583318856,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
4,0.025815461087040602,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
5,0.023399422919916424,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
6,0.022441953514397983,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
7,0.021965536456996997,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
8,0.021551103484761615,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
9,0.021189520581299099,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
10,0.020993077604824092,0.0059401422616478499,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
11,0.020788002848866512,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
12,0.020548527780756956,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
13,0.020510767008956304,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
14,0.02031693744148556,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
15,0.020234813181794736,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
16,0.020098210040661108,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
17,0.01999248151066645,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
18,0.019990551404628,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
19,0.019807808076935531,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
20,0.01976656830369539,0.0057594649446686954,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
21,0.019823513640240379,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
22,0.019748128988736215,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
23,0.019437990127266026,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
24,0.019481260074374996,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
25,0.019406987933516775,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
26,0.019307093531442263,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
27,0.019387413477112987,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
28,0.019507961933769583,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
29,0.019162346175998057,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
30,0.018988392755485237,0.0055408709417229833,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
31,0.019022005805719965,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
32,0.019064272106594338,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
33,0.019012506028631474,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
34,0.018908980750201785,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
