epoch,train_objective,validation_physical_mse,samples,batches,configured_learning_rate,effective_learning_rate
1,0.3244599159154361,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
2,0.038423193839929294,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
3,0.021029115084740996,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
4,0.018074462368037471,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
5,0.017324416914718553,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
6,0.016750559387514012,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
7,0.016470733592388674,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
8,0.016273841001076393,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
9,0.016026370537600712,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
10,0.015886737518898384,0.0051043107529363339,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
11,0.015716255977242102,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
12,0.015564383911323504,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
13,0.015570351551201901,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
14,0.015355159231099593,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
15,0.015202704016765049,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
16,0.015174178997754462,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
17,0.014975486284032223,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
18,0.015109784295475078,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
19,0.01483288449226763,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
20,0.014934134770215931,0.0045893259630817576,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
21,0.014888359533102816,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
22,0.014662586516048716,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
23,0.014612053564654486,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
24,0.014469665516956736,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
25,0.014527204594265561,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
26,0.01424553760026376,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
27,0.014518501846367039,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
28,0.014272604395323569,,1370,22,9.9999997473787516e-06,9.9999997473787516e-06
