epoch,layer_index,layer_name,phase,count,mean,variance,minimum,maximum
1,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,2.0117641450739968e-05,0.27880378097919772,-4.0134744644165039,2.3545362949371338
1,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16492959194811929,0.10578161594312235,-0.20067372918128967,2.3545362949371338
1,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.0040055401515277263,0.23406482308985496,-1.9721783399581909,1.7473506927490234
1,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.18245832537739928,0.087627277038807461,-0.098608918488025665,1.7473506927490234
1,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.059380911469683946,0.19875267715428979,-1.7304099798202515,1.5796076059341431
1,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.13914591561230494,0.068721644680498073,-0.086520500481128693,1.5796076059341431
2,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00011544667116493247,0.28109277806245914,-4.0205049514770508,2.3609068393707275
2,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16597458835426879,0.10657038329658791,-0.20102524757385254,2.3609068393707275
2,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.021409666435117013,0.25481332046353167,-2.1303915977478027,1.8820589780807495
2,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.1988116213558386,0.09994828585847261,-0.10651957988739014,1.8820589780807495
2,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.05889960744836794,0.25247903668789329,-1.769756555557251,1.9312088489532471
2,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.15915921128420901,0.090507617120164391,-0.088487826287746429,1.9312088489532471
3,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00011750889981214432,0.28075499858600067,-4.0199518203735352,2.360569953918457
3,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16587349158726569,0.10644441563234394,-0.20099759101867676,2.360569953918457
3,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.023372976540474155,0.26257700319678651,-2.194713830947876,1.9242852926254272
3,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20348641011445065,0.10382342790928648,-0.10973569005727768,1.9242852926254272
3,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.061156833720391941,0.25929575592229986,-1.7664984464645386,2.0242044925689697
3,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16081985720686398,0.093483814364942949,-0.088324926793575287,2.0242044925689697
4,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00011966990891977176,0.28057871769447051,-4.0198249816894531,2.360368013381958
4,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16583042608427706,0.10637482872086278,-0.20099125802516937,2.360368013381958
4,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.025446658237631273,0.26329436839294668,-2.2054910659790039,1.928869366645813
4,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20518768205755317,0.10461875835380967,-0.1102745532989502,1.928869366645813
4,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.060221894322262916,0.26234804223498859,-1.7548294067382812,2.0480160713195801
4,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16276879850535553,0.094911949991570974,-0.087741471827030182,2.0480160713195801
5,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00012332804328031168,0.28053687134810812,-4.0197820663452148,2.3603723049163818
5,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16584014014473039,0.10635249412978115,-0.20098911225795746,2.3603723049163818
5,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.02548674560101645,0.26382487586302777,-2.2236588001251221,1.9203199148178101
5,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20539522205546881,0.10505146054713933,-0.11118294298648834,1.9203199148178101
5,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.059006872532504896,0.26408708811316467,-1.744658350944519,2.0493478775024414
5,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16407530245371427,0.095866976666512727,-0.087232917547225952,2.0493478775024414
6,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.0001277994789947004,0.28057136099449337,-4.0195326805114746,2.3602864742279053
6,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16587412344572119,0.10635913548457319,-0.20097663998603821,2.3602864742279053
6,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.025151863474191929,0.26451577129977677,-2.2241966724395752,1.9219785928726196
6,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20553800270966122,0.10529999251360395,-0.11120983213186264,1.9219785928726196
6,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.057970790407559106,0.26311841567838662,-1.7438873052597046,2.044255256652832
6,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16421474409856843,0.095769810641451986,-0.087194368243217468,2.044255256652832
7,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00013231513334036491,0.2806074728233241,-4.0195269584655762,2.3602221012115479
7,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16590403015840546,0.10636774407261992,-0.20097635686397552,2.3602221012115479
7,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.024478451858958843,0.26494377162939298,-2.2358603477478027,1.9165468215942383
7,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20534099088730945,0.10548168053286747,-0.11179301887750626,1.9165468215942383
7,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.057401563517654172,0.2621956316510814,-1.7409474849700928,2.0489654541015625
7,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.1641914523480342,0.095494733981008675,-0.087047375738620758,2.0489654541015625
8,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00013890861255930499,0.28069838139321424,-4.0197615623474121,2.3603272438049316
8,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16596320709018519,0.10639403684803148,-0.20098808407783508,2.3603272438049316
8,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.023818709028331757,0.26564765829927806,-2.2423272132873535,1.9116959571838379
8,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20533461154871233,0.10567331900768304,-0.11211635917425156,1.9116959571838379
8,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.056640563029934768,0.26167260609038479,-1.7385939359664917,2.0563387870788574
8,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16439109257109633,0.095523126893180738,-0.086929701268672943,2.0563387870788574
9,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00014226197401534283,0.28069302430687126,-4.0196213722229004,2.3603453636169434
9,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16597660188481581,0.10638782691456188,-0.20098106563091278,2.3603453636169434
9,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.023365869242995663,0.26645872093003348,-2.2503745555877686,1.9158346652984619
9,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20544236705629337,0.10597476159954035,-0.11251872777938843,1.9158346652984619
9,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.056198251043171998,0.26125610261806381,-1.7323293685913086,2.0599901676177979
9,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16452691993447513,0.095585229283831882,-0.086616471409797668,2.0599901676177979
10,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00014744188298103063,0.2807741645370016,-4.0196514129638672,2.3603882789611816
10,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16602597038331468,0.10641195006880351,-0.20098257064819336,2.3603882789611816
10,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.023612299557227708,0.26636641050600879,-2.2593898773193359,1.9168657064437866
10,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20539741507390852,0.1060518374335146,-0.11296949535608292,1.9168657064437866
10,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.055734939838706865,0.26159520758226312,-1.7320187091827393,2.0860199928283691
10,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.1650353701702103,0.095862182836951096,-0.086600936949253082,2.0860199928283691
11,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00015294679520380482,0.28085810655683419,-4.0198535919189453,2.3604013919830322
11,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16607210919122148,0.10643900780145778,-0.20099268853664398,2.3604013919830322
11,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.022562992543290864,0.26725877750361715,-2.2655856609344482,1.9166499376296997
11,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20528017167814733,0.10630376385098186,-0.11327928304672241,1.9166499376296997
11,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.055446106189565331,0.26137833879770556,-1.7326498031616211,2.1038913726806641
11,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16506462272669911,0.095902181579747614,-0.086632490158081055,2.1038913726806641
12,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00015742564975728036,0.28087472620014636,-4.0201559066772461,2.3606035709381104
12,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16609061862864066,0.10644249388415138,-0.20100779831409454,2.3606035709381104
12,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.022388047112385064,0.26791636469603392,-2.2751529216766357,1.9236541986465454
12,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20529195147701265,0.10667056207728999,-0.11375764757394791,1.9236541986465454
12,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.05551532911796548,0.26228826408749456,-1.7303400039672852,2.1039493083953857
12,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16544121396161499,0.096292812205585804,-0.086516998708248138,2.1039493083953857
13,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.0001615475930603823,0.2809180482448777,-4.0200605392456055,2.3605265617370605
13,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.1661214470239592,0.10645422782422323,-0.20100302994251251,2.3605265617370605
13,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.022423877463255595,0.26845504748675136,-2.2798597812652588,1.9234120845794678
13,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20539335826813804,0.10678823016622618,-0.11399298906326294,1.9234120845794678
13,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.05564412658612021,0.26182504815562024,-1.7137967348098755,2.1235988140106201
13,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.1651681053914032,0.096047003221394298,-0.085689835250377655,2.1235988140106201
14,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00016694682651308796,0.28099451762163041,-4.0199956893920898,2.3605029582977295
14,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16616137456892091,0.10647933145175371,-0.20099978148937225,2.3605029582977295
14,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.022500885601399151,0.26908959188480103,-2.2859222888946533,1.9286041259765625
14,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20555781154997946,0.10699799148738623,-0.11429611593484879,1.9286041259765625
14,7,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.055290569224595264,0.26279529153172221,-1.7185820341110229,2.1272792816162109
14,7,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.16568230751777213,0.096558834773815314,-0.085929103195667267,2.1272792816162109
15,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00017271954142306924,0.28107066207179682,-4.0201921463012695,2.3605918884277344
15,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.16620340664218172,0.10650348074139951,-0.20100961625576019,2.3605918884277344
15,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,0.022541525814745778,0.26970914077983199,-2.2917540073394775,1.9278136491775513
15,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20581755829599274,0.10716557400484165,-0.11458770185709,1.9278136491775513
