epoch,layer_index,layer_name,phase,count,mean,variance,minimum,maximum
1,1,"LeakyReLULayer( 0.050000 )",pre_activation,11102400,-0.0010341220181792415,0.28010610705507921,-3.1124973297119141,2.8986654281616211
1,1,"LeakyReLULayer( 0.050000 )",post_activation,11102400,0.16738171900558652,0.10881022473460998,-0.1556248664855957,2.8986654281616211
1,5,"LeakyReLULayer( 0.050000 )",pre_activation,197376,-0.36411926330974709,2.7011057287705746,-5.7119526863098145,6.9397845268249512
1,5,"LeakyReLULayer( 0.050000 )",post_activation,197376,0.45447512078542041,0.79130913399301506,-0.28559765219688416,6.9397845268249512
1,7,"LeakyReLULayer( 0.050000 )",pre_activation,98688,-0.16590176809907711,1.5732370535211004,-4.8561196327209473,4.0822834968566895
1,7,"LeakyReLULayer( 0.050000 )",post_activation,98688,0.38140968214774085,0.46255241765783317,-0.24280598759651184,4.0822834968566895
2,1,"LeakyReLULayer( 0.050000 )",pre_activation,11102400,-0.0048675792258645739,0.21417017699862997,-2.7829380035400391,2.5486109256744385
2,1,"LeakyReLULayer( 0.050000 )",post_activation,11102400,0.13277352858974911,0.085893547185200023,-0.13914690911769867,2.5486109256744385
2,5,"LeakyReLULayer( 0.050000 )",pre_activation,197376,-1.1301911064986483,5.4550000476372871,-6.9507913589477539,8.4503135681152344
2,5,"LeakyReLULayer( 0.050000 )",post_activation,197376,0.45964098753548965,1.4212718312517105,-0.34753957390785217,8.4503135681152344
2,7,"LeakyReLULayer( 0.050000 )",pre_activation,98688,-0.37055151492351229,2.5262736311143326,-5.2114486694335938,4.1245160102844238
2,7,"LeakyReLULayer( 0.050000 )",post_activation,98688,0.4501882364743065,0.62079311192161413,-0.26057243347167969,4.1245160102844238
3,1,"LeakyReLULayer( 0.050000 )",pre_activation,11102400,-0.0073981536985676067,0.17681065618315731,-2.5456407070159912,2.2406191825866699
3,1,"LeakyReLULayer( 0.050000 )",post_activation,11102400,0.11795415555248508,0.070768180028238148,-0.1272820383310318,2.2406191825866699
3,5,"LeakyReLULayer( 0.050000 )",pre_activation,197376,-1.3824049311379552,5.8701325521076635,-6.8123455047607422,8.9642801284790039
3,5,"LeakyReLULayer( 0.050000 )",post_activation,197376,0.40772166555126721,1.4643647256358723,-0.34061726927757263,8.9642801284790039
3,7,"LeakyReLULayer( 0.050000 )",pre_activation,98688,-0.44780169340003279,2.541712201528215,-5.5015697479248047,4.0251388549804688
3,7,"LeakyReLULayer( 0.050000 )",post_activation,98688,0.41768197892485648,0.59651915744478168,-0.27507850527763367,4.0251388549804688
4,1,"LeakyReLULayer( 0.050000 )",pre_activation,11102400,-0.0090126296627988413,0.15902849652419704,-2.4349174499511719,2.1285326480865479
4,1,"LeakyReLULayer( 0.050000 )",post_activation,11102400,0.11355334222215058,0.062773768532893306,-0.12174587696790695,2.1285326480865479
4,5,"LeakyReLULayer( 0.050000 )",pre_activation,197376,-1.485721968978317,6.0154060373707727,-6.7849278450012207,9.0298881530761719
4,5,"LeakyReLULayer( 0.050000 )",post_activation,197376,0.39081581877332872,1.4690984943929344,-0.33924639225006104,9.0298881530761719
4,7,"LeakyReLULayer( 0.050000 )",pre_activation,98688,-0.48981343401295468,2.4941868450176634,-5.5137653350830078,3.9893364906311035
4,7,"LeakyReLULayer( 0.050000 )",post_activation,98688,0.39352939413012022,0.57137382180969487,-0.27568826079368591,3.9893364906311035
5,1,"LeakyReLULayer( 0.050000 )",pre_activation,11102400,-0.010326672517048151,0.14302747031503063,-2.3488955497741699,1.9881331920623779
5,1,"LeakyReLULayer( 0.050000 )",post_activation,11102400,0.10748343784389069,0.056092430091693915,-0.11744477599859238,1.9881331920623779
5,5,"LeakyReLULayer( 0.050000 )",pre_activation,197376,-1.5284246722458636,5.773135356573543,-6.3706984519958496,8.8607940673828125
5,5,"LeakyReLULayer( 0.050000 )",post_activation,197376,0.36339169064190224,1.3917518340645882,-0.31853494048118591,8.8607940673828125
