epoch,layer_index,layer_name,parameter_scope,mean_pre_update_norm,mean_update_norm,mean_ratio,rms_ratio,maximum_ratio,last_ratio,near_zero_denominator_steps,optimizer_steps,epsilon
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4572730352299526,0.00011542296398480133,7.9204929340242873e-05,7.9740210149571172e-05,9.8961453724754982e-05,6.3424909270206269e-05,0,22,9.9999999999999998e-13
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.4572730133304892,0.00011361878174866509,7.7966872778085188e-05,7.8483977435531602e-05,9.7039408936278168e-05,6.2518446109822016e-05,0,22,9.9999999999999998e-13
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.00022205645812094969,2.0283314148259993e-05,1285648.6649912756,6030226.0536615429,28284267.317391921,0.038999412043110047,1,22,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","all",15.848135762521144,0.0070370556884264005,0.00044403090003959932,0.00044734963376043789,0.00060575557246582337,0.00035763686943919191,0,22,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","weights",15.848135733080083,0.0070366098870466316,0.00044400277117453518,0.00044732113290692579,0.00060571350516230968,0.00035761569547224461,0,22,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","biases",0.00084302153766673048,7.9179818720630986e-05,5142571.2172627822,24120796.378207475,113136563.47183624,0.039379675880047781,1,22,9.9999999999999998e-13
1,7,"DenseLayer( 128,64 )","all",9.249827203076638,0.0007092238819350965,7.6674353101468046e-05,7.7152498888806523e-05,9.8215738619204259e-05,6.24556322406668e-05,0,22,9.9999999999999998e-13
1,7,"DenseLayer( 128,64 )","weights",9.2498271700986621,0.00070661510628709898,7.6392317734808255e-05,7.6865439837921608e-05,9.7834186823133216e-05,6.2289943429346485e-05,0,22,9.9999999999999998e-13
1,7,"DenseLayer( 128,64 )","biases",0.00067899494853275748,6.0593672415415341e-05,3636358.5402337839,17056032.688022465,79999884.519964144,0.03355758805951211,1,22,9.9999999999999998e-13
1,10,"DenseLayer( 64,1 )","all",1.4078968521661095,5.8857881008247945e-05,4.1805760240244317e-05,4.2323371939880785e-05,5.7273920808268534e-05,3.119117655712317e-05,0,22,9.9999999999999998e-13
1,10,"DenseLayer( 64,1 )","weights",1.4078968478646987,5.8285543176430004e-05,4.1399236730153785e-05,4.1907166458779896e-05,5.6831760823626612e-05,3.0979087673560675e-05,0,22,9.9999999999999998e-13
1,10,"DenseLayer( 64,1 )","biases",9.5814204665988328e-05,8.1612987824800332e-06,454545.55714676506,2132006.9157921677,9999998.8378840499,0.029310249035257623,1,22,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.4573624069656881,6.058864972786964e-05,4.1574234364919397e-05,4.30369584439592e-05,6.0813276212471849e-05,4.5167085706840974e-05,0,22,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.457362319702489,5.9402780598837662e-05,4.0760526632174036e-05,4.2245545464335205e-05,5.9928361423072398e-05,4.4271356716471164e-05,0,22,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.00050230779479422795,1.1834800075079212e-05,0.023998947249401346,0.024664084121529494,0.036589854344150539,0.023153815556738538,0,22,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","all",15.848756338006515,0.0036535536644794644,0.00023052673641659385,0.00023790222073405532,0.00034023304669356596,0.00021559344975669815,0,22,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","weights",15.848756207889588,0.0036533157332205388,0.00023051172558521057,0.00023788697160072029,0.00034021276484825412,0.00021557686678764476,0,22,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","biases",0.0020216877698320543,4.1663287169264392e-05,0.021264141488900414,0.022411319870745721,0.036299796021030256,0.01882816635846132,0,22,9.9999999999999998e-13
2,7,"DenseLayer( 128,64 )","all",9.2501298242558985,0.00036787333555554598,3.9769609214382607e-05,4.1592129781600489e-05,5.9663894867611301e-05,3.1315252665934332e-05,0,22,9.9999999999999998e-13
2,7,"DenseLayer( 128,64 )","weights",9.2501296849194521,0.00036694138588854765,3.9668859666947702e-05,4.1485594711679323e-05,5.950560479242314e-05,3.1220744444283781e-05,0,22,9.9999999999999998e-13
2,7,"DenseLayer( 128,64 )","biases",0.001598141861053681,2.607190384468434e-05,0.017011677564815607,0.018540167385725413,0.031070975934114908,0.012572983131152279,0,22,9.9999999999999998e-13
2,10,"DenseLayer( 64,1 )","all",1.4080619497187088,2.9280136658079317e-05,2.0794645963048623e-05,2.1414003712056109e-05,2.9935615060016885e-05,2.0582858072379546e-05,0,22,9.9999999999999998e-13
2,10,"DenseLayer( 64,1 )","weights",1.4080619317083956,2.9052527018770501e-05,2.0632999621627049e-05,2.1245900123251475e-05,2.9727883589325474e-05,2.0462741623174247e-05,0,22,9.9999999999999998e-13
