epoch,train_objective,training_physical_mse,validation_physical_mse,samples,batches,configured_learning_rate,effective_learning_rate
1,1.1581411311077043,0.011372170666174033,0.011517005008649425,1542,25,0.0010000000474974513,0.0010000000474974513
2,0.028728837386067515,0.0081965454902106598,0.0078664525344943181,1542,25,0.0010000000474974513,0.0010000000474974513
3,0.016802217992132319,0.0077401012728602761,0.0076528908155661613,1542,25,0.0010000000474974513,0.0010000000474974513
4,0.017848709145841732,0.0085123684507291617,0.0081771499490054817,1542,25,0.0010000000474974513,0.0010000000474974513
5,0.016368761754725361,0.0079767484800972559,0.0080962980286807592,1542,25,0.0010000000474974513,0.0010000000474974513
6,0.018285905636732006,0.0072830315883520959,0.0071900141651672234,1542,25,0.0010000000474974513,0.0010000000474974513
7,0.015796532347509849,0.0068115945020660552,0.0066556514484068068,1542,25,0.0010000000474974513,0.0010000000474974513
8,0.016299808624107438,0.0067216630761445907,0.0064497362633196293,1542,25,0.0010000000474974513,0.0010000000474974513
9,0.015441268795787491,0.0065767504375769401,0.0063583661701687028,1542,25,0.0010000000474974513,0.0010000000474974513
10,0.016894659036644416,0.0068868400900178577,0.0067021108543752102,1542,25,0.0010000000474974513,0.0010000000474974513
11,0.014670476043261955,0.0088347083655643099,0.0090289616951339299,1542,25,0.0010000000474974513,0.0010000000474974513
12,0.022586303785536384,0.0086777216072850688,0.008651921397362549,1542,25,0.0010000000474974513,0.0010000000474974513
13,0.017555424112951745,0.0076213850720544341,0.007321146836570056,1542,25,0.0010000000474974513,0.0010000000474974513
14,0.014542149448139254,0.0061929220175791231,0.0058506696839975766,1542,25,0.0010000000474974513,0.0010000000474974513
15,0.014276042516043018,0.00683166155165091,0.0068007818833656459,1542,25,0.0010000000474974513,0.0010000000474974513
16,0.013281105198695917,0.0068909415643271955,0.0062875350902517465,1542,25,0.0010000000474974513,0.0010000000474974513
17,0.013819424172179478,0.0059593371808677378,0.0055355638073946115,1542,25,0.0010000000474974513,0.0010000000474974513
18,0.012382602428694916,0.0073514194407919243,0.0064196127386775357,1542,25,0.0010000000474974513,0.0010000000474974513
19,0.014287413588021346,0.0057911812506373089,0.0054556505191579686,1542,25,0.0010000000474974513,0.0010000000474974513
20,0.01203948405228406,0.0060507096138996668,0.0055154480058795825,1542,25,0.0010000000474974513,0.0010000000474974513
21,0.012897576410523802,0.005519405553197858,0.0050382402125943079,1542,25,0.0010000000474974513,0.0010000000474974513
22,0.013614583104344279,0.0062484845097061969,0.0057891547828345363,1542,25,0.0010000000474974513,0.0010000000474974513
23,0.013970188630809387,0.0058793075221376511,0.0052922961932163372,1542,25,0.0010000000474974513,0.0010000000474974513
24,0.012736268590710335,0.0050137867991407225,0.0043425811015791694,1542,25,0.0010000000474974513,0.0010000000474974513
25,0.011769595199263721,0.0061021555306318203,0.0053961285140529062,1542,25,0.0010000000474974513,0.0010000000474974513
26,0.01169979369550166,0.0061941669536804559,0.0052773250434947419,1542,25,0.0010000000474974513,0.0010000000474974513
27,0.011653417878201452,0.0047594378802603421,0.0039934718070435537,1542,25,0.0010000000474974513,0.0010000000474974513
