epoch,layer_index,layer_name,parameter_scope,mean_norm,rms_norm,maximum_norm,last_norm,optimizer_steps
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",9.5739686548682208,23.226112540498505,103.74553114379424,4.3862215431244431,25
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",9.3754003236667085,22.770310875003961,101.65069048938302,4.3349826005152714,25
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",1.9170258347733864,4.5787821961279587,20.743007384167718,0.66847982662068506,25
1,4,"DenseLayer( 7202,1024 )","all",8.4009467231431874,17.717210274872262,64.366989100893719,1.2477423080964856,25
1,4,"DenseLayer( 7202,1024 )","weights",8.3959507948241097,17.708109284337045,64.331550623594367,1.2459495379465029,25
1,4,"DenseLayer( 7202,1024 )","biases",0.28562124774285241,0.56780762412578756,2.1356217545449194,0.066862667497197756,25
1,6,"DenseLayer( 1024,512 )","all",13.895134957600794,26.067739009204203,104.03632338525631,3.6086182361680188,25
1,6,"DenseLayer( 1024,512 )","weights",13.889125561045127,26.056868644691853,103.99480119235638,3.6067757564902312,25
1,6,"DenseLayer( 1024,512 )","biases",0.39454753563966088,0.7527373281969304,2.9390318956932289,0.11530054986296838,25
1,8,"DenseLayer( 512,256 )","all",19.633846081723757,33.930630205857625,132.82223780268203,6.6996879999183756,25
1,8,"DenseLayer( 512,256 )","weights",19.623591740466754,33.91372232290189,132.75691222258556,6.6961508283813327,25
1,8,"DenseLayer( 512,256 )","biases",0.60028336075814581,1.0710295849154847,4.1652265288852819,0.21767723771280365,25
1,10,"DenseLayer( 256,128 )","all",22.335632123807052,34.714938508677697,130.4136384163242,10.744768011636216,25
1,10,"DenseLayer( 256,128 )","weights",22.312509437923968,34.678468063751914,130.26658172430143,10.734000345496883,25
1,10,"DenseLayer( 256,128 )","biases",0.96830325623623081,1.5908514740893589,6.1915079624956002,0.48091184925480807,25
1,12,"DenseLayer( 128,1 )","all",14.964755217016835,23.16820610059812,87.283632952544195,7.5071250043498141,25
1,12,"DenseLayer( 128,1 )","weights",14.916239396247503,23.090192698521498,86.96971270157124,7.4820465393364035,25
1,12,"DenseLayer( 128,1 )","biases",1.174240540266037,1.8996776213179762,7.3960566520690918,0.61311125755310059,25
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.5938009574650658,1.8812863249581733,3.8766280954914962,0.79706557371205455,25
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.5667880183123917,1.8504480495251394,3.8140755871431713,0.78276686640270088,25
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.29140098198843517,0.33923480435125802,0.69359412217268657,0.15029824236837502,25
