epoch,train_objective,training_physical_mse,validation_physical_mse,samples,batches,configured_learning_rate,effective_learning_rate
1,3.3027247415539045,0.072477372039481514,0.070606841852790425,1542,6,0.0010000000474974513,0.0010000000474974513
2,0.11451969794499001,0.060352535266066806,0.059091320899941506,1542,6,0.0010000000474974513,0.0010000000474974513
3,0.076114407321755284,0.038441918683437638,0.041533492045335428,1542,6,0.0010000000474974513,0.0010000000474974513
4,0.051080549089449437,0.026764356903399639,0.028360524410872084,1542,6,0.0010000000474974513,0.0010000000474974513
5,0.03781952277256536,0.011169955487827796,0.013794924751184427,1542,6,0.0010000000474974513,0.0010000000474974513
6,0.028748068929832289,0.013051343401915112,0.01488830585765233,1542,6,0.0010000000474974513,0.0010000000474974513
7,0.022343545410514538,0.010828753535784648,0.011638563684829815,1542,6,0.0010000000474974513,0.0010000000474974513
8,0.019720518488186893,0.0080686568099805778,0.009560022967564941,1542,6,0.0010000000474974513,0.0010000000474974513
9,0.017141179946111092,0.0087563701914445211,0.0098330509184780725,1542,6,0.0010000000474974513,0.0010000000474974513
10,0.016609801562628607,0.0080252577866170606,0.0092434440547129286,1542,6,0.0010000000474974513,0.0010000000474974513
11,0.015979487837812272,0.0077628407016729914,0.0087928830095218239,1542,6,0.0010000000474974513,0.0010000000474974513
12,0.016953683436223718,0.0070793180574796463,0.0078321802283271985,1542,6,0.0010000000474974513,0.0010000000474974513
13,0.01575274384529517,0.0071135825068274951,0.0078205572124992705,1542,6,0.0010000000474974513,0.0010000000474974513
14,0.015987843287904563,0.0075219020301212792,0.0083548501627492503,1542,6,0.0010000000474974513,0.0010000000474974513
15,0.015566871284075979,0.0066764414983203008,0.0075142557174682195,1542,6,0.0010000000474974513,0.0010000000474974513
16,0.015392467843381635,0.0067639503813811952,0.0075656467184852614,1542,6,0.0010000000474974513,0.0010000000474974513
17,0.014077472251893689,0.0066000260891150939,0.0075753316900533576,1542,6,0.0010000000474974513,0.0010000000474974513
18,0.013631781040048819,0.0066774610217895311,0.0075839551936951466,1542,6,0.0010000000474974513,0.0010000000474974513
19,0.014069269499370053,0.0064110762881925609,0.0071967628096708241,1542,6,0.0010000000474974513,0.0010000000474974513
20,0.014356669759448501,0.0071534569299418656,0.0082246737557392542,1542,6,0.0010000000474974513,0.0010000000474974513
21,0.014191812413043117,0.007820883495766361,0.0087648127262061181,1542,6,0.0010000000474974513,0.0010000000474974513
22,0.016383445935022452,0.0086381956455527271,0.0093988038940567582,1542,6,0.0010000000474974513,0.0010000000474974513
23,0.01553524107776157,0.007463624035403852,0.0086244242856407007,1542,6,0.0010000000474974513,0.0010000000474974513
24,0.014391515615602155,0.0064317094642716071,0.0072798345474375152,1542,6,0.0010000000474974513,0.0010000000474974513
25,0.01288991937795521,0.0062044107459513316,0.0072526071099455504,1542,6,0.0010000000474974513,0.0010000000474974513
26,0.012868689174127274,0.0059577876655671786,0.0068146709072500963,1542,6,0.0010000000474974513,0.0010000000474974513
27,0.01312232213475332,0.0065714599161596681,0.0074850289209450359,1542,6,0.0010000000474974513,0.0010000000474974513
28,0.013533161180462307,0.006547570924463968,0.0073142823908652344,1542,6,0.0010000000474974513,0.0010000000474974513
29,0.012456600180127684,0.0062474879430079698,0.0071203032530533089,1542,6,0.0010000000474974513,0.0010000000474974513
30,0.013345367046273598,0.0065458723193935354,0.0074047840475489398,1542,6,0.0010000000474974513,0.0010000000474974513
31,0.012475591726300951,0.0057049509201455651,0.0064051776146788518,1542,6,0.0010000000474974513,0.0010000000474974513
32,0.012341163776132149,0.0058936728512025442,0.0067800358465000612,1542,6,0.0010000000474974513,0.0010000000474974513
33,0.013251607299922155,0.0055142927749105702,0.0062489017331011096,1542,6,0.0010000000474974513,0.0010000000474974513
34,0.011987598704481583,0.0054172701371255983,0.0063334242696056892,1542,6,0.0010000000474974513,0.0010000000474974513
35,0.012369651252688628,0.005390723911936947,0.0061818204011886563,1542,6,0.0010000000474974513,0.0010000000474974513
36,0.012209175864081158,0.0057030467501625265,0.0064743094254157106,1542,6,0.0010000000474974513,0.0010000000474974513
37,0.01162971851377278,0.0058942325905085588,0.0066073279252053885,1542,6,0.0010000000474974513,0.0010000000474974513
38,0.012418815700851269,0.006008893045842594,0.006891035941646949,1542,6,0.0010000000474974513,0.0010000000474974513
39,0.012933745523585531,0.005882665384186362,0.0064634159997062025,1542,6,0.0010000000474974513,0.0010000000474974513
40,0.01163888797127725,0.0064460768245991644,0.0073755539842058869,1542,6,0.0010000000474974513,0.0010000000474974513
41,0.013320309210093946,0.006484995874616737,0.0071420254749491024,1542,6,0.0010000000474974513,0.0010000000474974513
42,0.012604892556464974,0.0057101249506460909,0.006242364009437674,1542,6,0.0010000000474974513,0.0010000000474974513
43,0.011284926558907256,0.0061435465161201221,0.0069645651778184447,1542,6,0.0010000000474974513,0.0010000000474974513
44,0.012568442449311878,0.0051470101967948613,0.0055167453659426728,1542,6,0.0010000000474974513,0.0010000000474974513
45,0.012304351033326407,0.0062565528882986624,0.0070645907549424115,1542,6,0.0010000000474974513,0.0010000000474974513
