epoch,layer_index,layer_name,parameter_scope,mean_pre_update_norm,mean_update_norm,mean_ratio,rms_ratio,maximum_ratio,last_ratio,near_zero_denominator_steps,optimizer_steps,epsilon
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.3408636506244558,0.00011227898711801727,8.3736619494665214e-05,8.4548215173542793e-05,0.0001075553677177302,7.7690952753842519e-05,0,22,9.9999999999999998e-13
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.3408636234811862,0.0001103789457072645,8.2319560620027691e-05,8.3094277806071212e-05,0.00010546637087182729,7.7037615254220957e-05,0,22,9.9999999999999998e-13
1,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.00023982045990050005,2.0216757879942334e-05,1285648.7956532519,6030226.6706632059,28284270.211386245,0.033463995694108899,1,22,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","all",15.854322122408046,0.0075147344915345009,0.00047398748927026172,0.00047870899019914485,0.00060550065180607594,0.00036970638652257943,0,22,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","weights",15.854322086457733,0.0075142547012102484,0.00047395722771784133,0.00047867827172908526,0.00060545859862971938,0.000369683077206828,0,22,9.9999999999999998e-13
1,4,"DenseLayer( 7202,128 )","biases",0.00093663876674043509,8.4896579937994093e-05,5142579.3389962586,24120834.460140925,113136742.09193705,0.03856743280930737,1,22,9.9999999999999998e-13
1,6,"DenseLayer( 128,64 )","all",9.2497541891542472,0.00075138605355530997,8.1233114301767419e-05,8.1659568769660288e-05,9.8219045803927169e-05,6.7042447887875266e-05,0,22,9.9999999999999998e-13
1,6,"DenseLayer( 128,64 )","weights",9.2497541562078425,0.00074886064950715385,8.0960090503190483e-05,8.1383163694133894e-05,9.7837509670500267e-05,6.6832913638413161e-05,0,22,9.9999999999999998e-13
1,6,"DenseLayer( 128,64 )","biases",0.00068225832037939677,6.1487008941777944e-05,3636345.3880293174,17055971.003417585,79999595.193521261,0.038718871839984195,1,22,9.9999999999999998e-13
1,8,"DenseLayer( 64,1 )","all",1.4084765557698709,6.6639327139711327e-05,4.7313140223437292e-05,4.7538136416718719e-05,5.7249701354650152e-05,3.9266581750453657e-05,0,22,9.9999999999999998e-13
1,8,"DenseLayer( 64,1 )","weights",1.4084765523720737,6.6214399275222219e-05,4.7011446075070376e-05,4.7231753191585709e-05,5.6807730252866118e-05,3.9034940247318812e-05,0,22,9.9999999999999998e-13
1,8,"DenseLayer( 64,1 )","biases",8.5541341790799791e-05,7.4885544811629439e-06,454545.55019982945,2132006.9157921649,9999998.8378840499,0.037787726791856067,1,22,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.34122739771027,5.813452792771221e-05,4.3345690856193995e-05,4.9820139206580773e-05,7.6343630783246719e-05,1.6208392754480121e-05,0,22,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.3412273129438519,5.7470055285863585e-05,4.2850265890932466e-05,4.9337171738444482e-05,7.571035744217981e-05,1.5860365186260559e-05,0,22,9.9999999999999998e-13
2,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.00047566955009536928,8.5739806160714044e-06,0.018633516880157797,0.020620294228582227,0.031979711565305317,0.0085855566990079794,0,22,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","all",15.855316929126015,0.0034286729034252962,0.00021624879125098107,0.00023222607135373893,0.00035597228241761281,0.00011489085249904823,0,22,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","weights",15.855316774903327,0.0034284492075268153,0.00021623468453628008,0.00023221071546383453,0.00035594963666581815,0.00011488559062751571,0,22,9.9999999999999998e-13
2,4,"DenseLayer( 7202,128 )","biases",0.0022009047088349478,3.910415088373107e-05,0.01869333054262412,0.020970353178014989,0.036063731523609102,0.0071015756698581348,0,22,9.9999999999999998e-13
2,6,"DenseLayer( 128,64 )","all",9.249993856587956,0.00036704500948842462,3.9680672179376585e-05,4.2752945793152678e-05,6.48176539475215e-05,1.8092928939374566e-05,0,22,9.9999999999999998e-13
2,6,"DenseLayer( 128,64 )","weights",9.2499937003880675,0.00036561418393249234,3.9525988586949259e-05,4.2593458756147467e-05,6.4611658640099663e-05,1.8035753744829788e-05,0,22,9.9999999999999998e-13
2,6,"DenseLayer( 128,64 )","biases",0.0016887994914634825,3.2267033589349985e-05,0.020143700131178215,0.022098443684351796,0.036411179201192002,0.0068875960727797026,0,22,9.9999999999999998e-13
2,8,"DenseLayer( 64,1 )","all",1.4086316979721292,3.1240900159489596e-05,2.2178457845227314e-05,2.4659280750020951e-05,3.7986867777267394e-05,5.812328810612445e-06,0,22,9.9999999999999998e-13
2,8,"DenseLayer( 64,1 )","weights",1.4086316804035128,3.0932707957408478e-05,2.1959668754556019e-05,2.4437119931898346e-05,3.7748027331899417e-05,5.7808873844652769e-06,0,22,9.9999999999999998e-13
2,8,"DenseLayer( 64,1 )","biases",0.00022043830209771511,4.3276086216792464e-06,0.021000216007704287,0.023404706416674109,0.036362520216121491,0.0032823440397969895,0,22,9.9999999999999998e-13
3,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.3412439728529866,2.2716364442540562e-05,1.6936659325717027e-05,1.8157946113369167e-05,2.4391884509923313e-05,2.6884772644402546e-06,0,22,9.9999999999999998e-13
3,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.3412438610542086,2.2411158804080769e-05,1.6709107676436153e-05,1.7942195457166567e-05,2.4118673664537598e-05,2.0514927495276173e-06,0,22,9.9999999999999998e-13
3,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.00054750434399095408,3.5152291942591498e-06,0.0064700341385366357,0.0069284534784250602,0.0096700595867589435,0.0041414840722969705,0,22,9.9999999999999998e-13
3,4,"DenseLayer( 7202,128 )","all",15.855665909519987,0.0015950296931053797,0.00010059684992919104,0.00010192546355356487,0.00012179592768628723,7.5265040825543364e-05,0,22,9.9999999999999998e-13
3,4,"DenseLayer( 7202,128 )","weights",15.85566571509028,0.0015949600522784963,0.00010059245898695638,0.00010192097737008032,0.00012179036246603574,7.5262045963118645e-05,0,22,9.9999999999999998e-13
3,4,"DenseLayer( 7202,128 )","biases",0.0024830458300117804,1.4898411141724168e-05,0.0060044561191086379,0.0061157224424019307,0.0074600847840508569,0.0042541048320383478,0,22,9.9999999999999998e-13
3,6,"DenseLayer( 128,64 )","all",9.2500040354508428,0.00015602418484842953,1.6867465962740096e-05,1.712211784919779e-05,2.1065907097309415e-05,1.2740572685376597e-05,0,22,9.9999999999999998e-13
3,6,"DenseLayer( 128,64 )","weights",9.2500038274251306,0.00015565898753695299,1.6827985575140102e-05,1.708284143285983e-05,2.1021158944891727e-05,1.2695896356724338e-05,0,22,9.9999999999999998e-13
3,6,"DenseLayer( 128,64 )","biases",0.0019616934137174601,1.0629063129426436e-05,0.0054229206824304016,0.005474614796788335,0.0066888993235950898,0.0049450335186854754,0,22,9.9999999999999998e-13
3,8,"DenseLayer( 64,1 )","all",1.4086219897917507,8.9378821687466359e-06,6.345116472379891e-06,6.4023554377285346e-06,7.7566701951649709e-06,5.653956836208244e-06,0,22,9.9999999999999998e-13
3,8,"DenseLayer( 64,1 )","weights",1.4086219652413541,8.9199007072677853e-06,6.332351145670667e-06,6.3910116314415581e-06,7.7537164173642129e-06,5.5955067664422073e-06,0,22,9.9999999999999998e-13
3,8,"DenseLayer( 64,1 )","biases",0.00026298160876401448,4.3390239377252082e-07,0.0016412630434257537,0.0020213179795523532,0.0042562684414168776,0.0042562684414168776,0,22,9.9999999999999998e-13
4,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.3412239259427343,1.352963260576169e-05,1.0087517795272056e-05,1.0898142310132879e-05,1.5909752467231417e-05,6.5722622679507354e-06,0,22,9.9999999999999998e-13
4,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.3412238049642915,1.3048989604118853e-05,9.7291567376597633e-06,1.0593220878658102e-05,1.5594322066652864e-05,6.2108230035484221e-06,0,22,9.9999999999999998e-13
4,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.00056965362148880469,3.3817749357184159e-06,0.0059345011260322315,0.0060234076729649725,0.0074269031083030812,0.0050186285658326288,0,22,9.9999999999999998e-13
4,4,"DenseLayer( 7202,128 )","all",15.855807003652993,0.0011799493403103047,7.4417498254569103e-05,7.4719846061178366e-05,8.4463592374532653e-05,6.3457454731784548e-05,0,22,9.9999999999999998e-13
4,4,"DenseLayer( 7202,128 )","weights",15.855806798626029,0.0011799035527177548,7.4414611466551366e-05,7.4716942145203847e-05,8.446027755097305e-05,6.3455310115546125e-05,0,22,9.9999999999999998e-13
4,4,"DenseLayer( 7202,128 )","biases",0.0025497125140960188,1.0392121359775864e-05,0.004077809863961333,0.0041007319507687812,0.0046648857719706329,0.0031935195598352005,0,22,9.9999999999999998e-13
4,6,"DenseLayer( 128,64 )","all",9.250006391506469,0.00011509343309989956,1.2442525719712022e-05,1.2554671134108071e-05,1.5152236447324702e-05,9.4764036246318731e-06,0,22,9.9999999999999998e-13
4,6,"DenseLayer( 128,64 )","weights",9.2500061647490348,0.0001147921227592418,1.24099519483963e-05,1.2522123306960052e-05,1.5117323326301851e-05,9.4531806076514446e-06,0,22,9.9999999999999998e-13
4,6,"DenseLayer( 128,64 )","biases",0.0020479997722198618,8.3028426688895105e-06,0.0040584559039999,0.0040883444442827814,0.0048692205650812002,0.0029297360991861802,0,22,9.9999999999999998e-13
4,8,"DenseLayer( 64,1 )","all",1.4086208234234294,8.1051193946375274e-06,5.7539428986543885e-06,5.8685687567862776e-06,7.3906858263939748e-06,3.7007239723512638e-06,0,22,9.9999999999999998e-13
4,8,"DenseLayer( 64,1 )","weights",1.4086207966623234,8.0813306729986869e-06,5.7370549974544635e-06,5.8539464438516738e-06,7.3884164918777049e-06,3.6926684185008296e-06,0,22,9.9999999999999998e-13
4,8,"DenseLayer( 64,1 )","biases",0.0002745677695863626,4.820216087285768e-07,0.0017589633786580404,0.0021341633991724908,0.0043804540367660943,0.001232045276516562,0,22,9.9999999999999998e-13
5,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.341253501302698,8.7777788723596481e-06,6.5444588705110919e-06,6.6471449033298103e-06,8.6663290789108139e-06,6.009674473451789e-06,0,22,9.9999999999999998e-13
5,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.3412533764746453,8.4211107985087442e-06,6.2785379628302197e-06,6.3866670762288249e-06,8.4060899072747375e-06,5.8365764224209249e-06,0,22,9.9999999999999998e-13
5,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.0005786586021505689,2.4496697055981638e-06,0.0042340556475799294,0.0042722900349443709,0.0056733595143091337,0.0032935626077337373,0,22,9.9999999999999998e-13
5,4,"DenseLayer( 7202,128 )","all",15.855987465618842,0.0010333890421117013,6.5173432675065732e-05,6.5252358153947463e-05,7.0886757523523861e-05,6.0119721776879189e-05,0,22,9.9999999999999998e-13
5,4,"DenseLayer( 7202,128 )","weights",15.855987248668379,0.0010333476661347767,6.5170824081070257e-05,6.5249746283988557e-05,7.0884161532129463e-05,6.0117468219806101e-05,0,22,9.9999999999999998e-13
5,4,"DenseLayer( 7202,128 )","biases",0.0026229063517261373,9.2159130385338156e-06,0.0035132209582587515,0.0035289491741340947,0.004284098157719499,0.0031130611968424858,0,22,9.9999999999999998e-13
5,6,"DenseLayer( 128,64 )","all",9.2500580215303323,9.4827483964932479e-05,1.0251555071826919e-05,1.0355591053915744e-05,1.3370687489644339e-05,7.6067645897258496e-06,0,22,9.9999999999999998e-13
5,6,"DenseLayer( 128,64 )","weights",9.2500577773954529,9.4561740975134133e-05,1.0222826555890867e-05,1.0325950270987862e-05,1.3327125115403345e-05,7.5887203118050129e-06,0,22,9.9999999999999998e-13
5,6,"DenseLayer( 128,64 )","biases",0.0021251263653570981,7.0576971143864322e-06,0.0033184907315561142,0.0034020023240899163,0.004652765378413427,0.0022370521064771563,0,22,9.9999999999999998e-13
5,8,"DenseLayer( 64,1 )","all",1.4086583387769362,6.0735250570895823e-06,4.311565535289102e-06,4.3776102182334548e-06,5.9515575445240441e-06,3.5872484162582066e-06,0,22,9.9999999999999998e-13
5,8,"DenseLayer( 64,1 )","weights",1.4086583107164974,6.0586533193867433e-06,4.3010082631848514e-06,4.3655081984778158e-06,5.9160512575092181e-06,3.5835230495600071e-06,0,22,9.9999999999999998e-13
5,8,"DenseLayer( 64,1 )","biases",0.00028116191044153476,3.8040426178750669e-07,0.0013511677827281684,0.0016260894914339233,0.0032341136352594248,0.00080716516980771692,0,22,9.9999999999999998e-13
6,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","all",1.3412666322440856,8.4696523042158098e-06,6.314669978526359e-06,6.4752508801135882e-06,8.6799010095073222e-06,4.5631834478217037e-06,0,22,9.9999999999999998e-13
6,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","weights",1.3412665029334569,8.2540993529402198e-06,6.1539619897038386e-06,6.312703876773257e-06,8.4696141550023208e-06,4.4434579007980017e-06,0,22,9.9999999999999998e-13
6,0,"Conv2DLayer(1,8,5, stride=5, padding=0)","biases",0.00058895709653904887,1.8955126412962272e-06,0.0032213906397376055,0.0032890336648367037,0.0043479594419098986,0.0023453114873308737,0,22,9.9999999999999998e-13
6,4,"DenseLayer( 7202,128 )","all",15.856154103070251,0.00085882329977632116,5.4163417768032885e-05,5.4369114377183811e-05,6.3149471922045375e-05,4.8976642297925709e-05,0,22,9.9999999999999998e-13
6,4,"DenseLayer( 7202,128 )","weights",15.856153876171376,0.00085879288255700701,5.4161500218336288e-05,5.4367162970422764e-05,6.3146852697214454e-05,4.8975295211271591e-05,0,22,9.9999999999999998e-13
6,4,"DenseLayer( 7202,128 )","biases",0.0026823937759263123,7.176734683671548e-06,0.0026782186590436968,0.0027286556975962425,0.0034290338536828173,0.002129381348847896,0,22,9.9999999999999998e-13
