epoch,train_objective,training_physical_mse,validation_physical_mse,samples,batches,configured_learning_rate,effective_learning_rate
1,0.91608503807804775,0.054992529091602807,0.057127646781907182,1542,6,0.0010000000474974513,0.0010000000474974513
2,0.13533855680691564,0.059371388189817131,0.064445326739257708,1542,6,0.0010000000474974513,0.0010000000474974513
3,0.071771982390477038,0.01873341562219167,0.018892642211683682,1542,6,0.0010000000474974513,0.0010000000474974513
4,0.040564613413771107,0.01255757628650744,0.01237585590008581,1542,6,0.0010000000474974513,0.0010000000474974513
5,0.030588773025916081,0.011765075256974327,0.011991640654146095,1542,6,0.0010000000474974513,0.0010000000474974513
6,0.023923790786414132,0.010134555817139002,0.0096630664431348393,1542,6,0.0010000000474974513,0.0010000000474974513
7,0.020542526697823308,0.0084588844043742648,0.0088570245479680162,1542,6,0.0010000000474974513,0.0010000000474974513
8,0.0175023925436773,0.0077597253439166125,0.0075355265181469427,1542,6,0.0010000000474974513,0.0010000000474974513
9,0.016882566188800453,0.007406770520609225,0.0075403327098588066,1542,6,0.0010000000474974513,0.0010000000474974513
10,0.015441867719563244,0.0074220401543402745,0.0073109215673648788,1542,6,0.0010000000474974513,0.0010000000474974513
11,0.014936494097508001,0.0072686343360624317,0.0072901597775279171,1542,6,0.0010000000474974513,0.0010000000474974513
12,0.014896199230908569,0.0071843203350022977,0.0070405299811682198,1542,6,0.0010000000474974513,0.0010000000474974513
13,0.01469751776720158,0.0070752577620106063,0.0069845450700979613,1542,6,0.0010000000474974513,0.0010000000474974513
14,0.014897501304574751,0.0070566838079680391,0.0068430678467890889,1542,6,0.0010000000474974513,0.0010000000474974513
15,0.014622658279442969,0.0069048238976166408,0.0067005154011432052,1542,6,0.0010000000474974513,0.0010000000474974513
16,0.014680326676963519,0.0071714868619264949,0.0068156742014274085,1542,6,0.0010000000474974513,0.0010000000474974513
17,0.014903956502159615,0.0068037654488376465,0.0066835038890355478,1542,6,0.0010000000474974513,0.0010000000474974513
