epoch,train_objective,training_physical_mse,validation_physical_mse,samples,batches,configured_learning_rate,effective_learning_rate
1,1.1971619742766662,0.014917783875226125,0.014973462415763451,1542,6,0.0010000000474974513,0.0010000000474974513
2,0.13662641715673893,0.059218335367652232,0.058375799004533137,1542,6,0.0010000000474974513,0.0010000000474974513
3,0.092387648869484626,0.02794258900883036,0.030847131352250774,1542,6,0.0010000000474974513,0.0010000000474974513
4,0.049318864129256609,0.017193400492195896,0.020582393690676846,1542,6,0.0010000000474974513,0.0010000000474974513
5,0.035839506524618613,0.016506676408419949,0.016767461788949518,1542,6,0.0010000000474974513,0.0010000000474974513
6,0.027686257441087242,0.013223587854784381,0.016205190142415116,1542,6,0.0010000000474974513,0.0010000000474974513
7,0.022969854000566864,0.010140679345207093,0.011773195685151616,1542,6,0.0010000000474974513,0.0010000000474974513
8,0.020020642212438655,0.0087905496007209608,0.010806856874195445,1542,6,0.0010000000474974513,0.0010000000474974513
9,0.017907104202852391,0.0083070854862050264,0.010777682294922387,1542,6,0.0010000000474974513,0.0010000000474974513
10,0.016806659865571758,0.007813438030158203,0.0096614941080987223,1542,6,0.0010000000474974513,0.0010000000474974513
11,0.015495157811826038,0.0075641592174121291,0.010006775467658297,1542,6,0.0010000000474974513,0.0010000000474974513
12,0.01524531974608348,0.0072135298785455486,0.0091397249991813211,1542,6,0.0010000000474974513,0.0010000000474974513
13,0.01454732428139816,0.0071124765398386221,0.0094757636698243365,1542,6,0.0010000000474974513,0.0010000000474974513
14,0.014118501772896004,0.0069282086599950681,0.0088986108633206228,1542,6,0.0010000000474974513,0.0010000000474974513
15,0.014036004763503043,0.0068726687572519601,0.0092725731924820243,1542,6,0.0010000000474974513,0.0010000000474974513
16,0.014107028061742067,0.0067452665521967404,0.0086276440726142448,1542,6,0.0010000000474974513,0.0010000000474974513
17,0.013702176474671975,0.0066046527810044459,0.0088596403597423819,1542,6,0.0010000000474974513,0.0010000000474974513
18,0.0136570058275019,0.0065234778665236278,0.0085396780571590555,1542,6,0.0010000000474974513,0.0010000000474974513
19,0.013433158441386928,0.0064561125726598206,0.0087400044699678433,1542,6,0.0010000000474974513,0.0010000000474974513
20,0.013245952727611934,0.0063968824038038788,0.0084764813062767584,1542,6,0.0010000000474974513,0.0010000000474974513
21,0.013142912454177456,0.006302145847185677,0.0085461179107411932,1542,6,0.0010000000474974513,0.0010000000474974513
22,0.013000805454265843,0.0062394691012694348,0.0084745009180285345,1542,6,0.0010000000474974513,0.0010000000474974513
23,0.012863764520222684,0.0061834067065743171,0.0082998426475053514,1542,6,0.0010000000474974513,0.0010000000474974513
24,0.012961145832330767,0.0062492509205421265,0.0086673656413849033,1542,6,0.0010000000474974513,0.0010000000474974513
25,0.012711161487678733,0.0060817782408547263,0.0081721075524410752,1542,6,0.0010000000474974513,0.0010000000474974513
26,0.012484480715664792,0.0060529434360807911,0.0083046472651903697,1542,6,0.0010000000474974513,0.0010000000474974513
27,0.012481476020731694,0.0060007087192994156,0.00809321281747288,1542,6,0.0010000000474974513,0.0010000000474974513
