epoch,layer_index,layer_name,phase,count,mean,variance,minimum,maximum
1,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,0.00010012390863710897,0.33323239566923668,-2.372403621673584,4.0344619750976562
1,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17706631409729504,0.14326914135308733,-0.11862017959356308,4.0344619750976562
1,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.0054077243998142338,0.42013239712336642,-2.7062034606933594,2.4417212009429932
1,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.23957706580477717,0.15638976243681713,-0.13531017303466797,2.4417212009429932
1,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,0.0045933833928313806,0.33003029930398103,-2.1167516708374023,2.7254917621612549
1,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.21712594226603057,0.12104386036250829,-0.10583758354187012,2.7254917621612549
2,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,5.2465490589594353e-05,0.3325958046174155,-2.3706905841827393,4.0297093391418457
2,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17717008461070372,0.14286482533575567,-0.11853452771902084,4.0297093391418457
2,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.012166391954992152,0.42839734446543437,-2.7356152534484863,2.4403164386749268
2,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.23891033595163691,0.15754980526018517,-0.13678076863288879,2.4403164386749268
2,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.0031037276176259987,0.3392001921695319,-2.1411919593811035,2.6587417125701904
2,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.21426293080847145,0.12714465980670278,-0.10705959796905518,2.6587417125701904
3,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,-1.6244180094379336e-05,0.3296938701936582,-2.3578202724456787,4.0124931335449219
3,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17626945575312603,0.14163705525190995,-0.11789101362228394,4.0124931335449219
3,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.029842513959652622,0.41107012552317257,-2.7004690170288086,2.3013319969177246
3,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.22448437275498218,0.14508860520699857,-0.13502345979213715,2.3013319969177246
3,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.024940875561884759,0.29518756203781521,-1.9168657064437866,2.529003381729126
3,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.18815633192107181,0.10622951671676072,-0.095843285322189331,2.529003381729126
4,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,-3.0505858250743874e-05,0.32832891994524588,-2.3508296012878418,3.999521017074585
4,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17605317607671481,0.14097996919443448,-0.11754148453474045,3.999521017074585
4,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.038601468124299217,0.40001295971146844,-2.7040445804595947,2.1884379386901855
4,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.21591000731721913,0.13624527732290884,-0.13520222902297974,2.1884379386901855
4,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.037291918908856109,0.2678562854604889,-2.054635763168335,2.4590630531311035
4,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.17171259923978621,0.094531870758901307,-0.10273178666830063,2.4590630531311035
5,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,-3.4142794587677318e-05,0.32702856668841868,-2.3452503681182861,3.9833836555480957
5,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17586967075819068,0.14034562200750875,-0.11726251989603043,3.9833836555480957
5,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.048086126270939,0.39203688755302735,-2.6937377452850342,2.0794334411621094
5,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20806508727691167,0.12798049024751906,-0.13468688726425171,2.0794334411621094
5,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.048678700314651102,0.24692082015665756,-1.8295136690139771,2.3920819759368896
5,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.15887006615898461,0.084766169960872967,-0.091475687921047211,2.3920819759368896
6,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,-2.9060772942895648e-05,0.3262415183909631,-2.3391025066375732,3.9774680137634277
6,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17583188753243281,0.13993263743962739,-0.11695512384176254,3.9774680137634277
6,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.053866106753304041,0.38505261379121497,-2.7059109210968018,1.9963957071304321
6,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.20242786870115353,0.12175394441425028,-0.1352955549955368,1.9963957071304321
6,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.055200848987278964,0.23214935077315491,-1.8647974729537964,2.0736069679260254
6,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.15057212433679129,0.077662188051868974,-0.093239873647689819,2.0736069679260254
7,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,-1.6293099732303445e-05,0.3254173428783792,-2.3323025703430176,3.9645934104919434
7,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17581496702149069,0.13949452140472257,-0.11661513149738312,3.9645934104919434
7,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.059191099939001464,0.37832636158490451,-2.7186293601989746,1.9337165355682373
7,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.19701836122140834,0.11612347501939568,-0.13593147695064545,1.9337165355682373
7,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.060021825559250043,0.21944248129134339,-1.781620979309082,2.0179386138916016
7,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.14363556674115863,0.071852402040190555,-0.089081048965454102,2.0179386138916016
8,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,-7.1438896055131529e-07,0.32468792205519587,-2.3286287784576416,3.9614593982696533
8,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17585227501015868,0.13908673348037226,-0.11643143743276596,3.9614593982696533
8,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.06326867985538534,0.37179925388329993,-2.7198426723480225,1.9008285999298096
8,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.19204906412041894,0.1105669935006173,-0.1359921395778656,1.9008285999298096
8,8,"LeakyReLULayer( 0.050000 )",pre_activation,87680,-0.06297432554582863,0.20779918933997876,-1.7540774345397949,1.9483888149261475
8,8,"LeakyReLULayer( 0.050000 )",post_activation,87680,0.13752733437595627,0.067825194356656779,-0.087703876197338104,1.9483888149261475
9,1,"LeakyReLULayer( 0.050000 )",pre_activation,9864000,1.8724391115806451e-05,0.32407132536200661,-2.3246862888336182,3.9523589611053467
9,1,"LeakyReLULayer( 0.050000 )",post_activation,9864000,0.17590135999274364,0.138735849819733,-0.11623431742191315,3.9523589611053467
9,5,"LeakyReLULayer( 0.050000 )",pre_activation,175360,-0.068124017269722364,0.36656008227645304,-2.7213883399963379,1.8426387310028076
9,5,"LeakyReLULayer( 0.050000 )",post_activation,175360,0.18710911050702525,0.10563207685961688,-0.13606941699981689,1.8426387310028076
